SMILES,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,FractionCSP3,QED,SAscore
*C1=C=CC=C(C(=O)c2ccc(S(=O)(=O)c3ccc(*)nc3)cc2)C1=CC,347.39500000000004,2.7463000000000015,64.1,0,4,4,3,0.05,0.6301053507582987,4.073168423376484
*Oc1cccc(OCCCOCCOCCOCCSCN(*)C)c1,357.47200000000004,2.4352,49.39000000000001,0,7,17,1,0.6470588235294118,0.31342430132513255,3.453870104848276
*c1ccc(Nc2ccc(N(*)SC(=O)C#CCSCC)cc2)cn1,341.461,3.2018000000000013,45.230000000000004,1,6,6,2,0.17647058823529413,0.49450037261801727,4.155979730217813
*CCCNC(=O)CCCCCCCC(=O)NCCC[N+](*)(C)CCl,346.923,2.804500000000001,58.2,2,2,16,0,0.8823529411764706,0.25634975500261437,3.887354975992322
*OC(=O)CC(C=C)C(=O)NCCNc1ccc(Cc2ccc(*)cc2)cc1,350.418,2.1799,67.43,2,4,10,2,0.23809523809523808,0.5090937872888113,3.9134644617358685
*CCN(C)C(=CC=C1C=C(OC)C=C1C=COC)OC=CC=C(C)OC[N+]N*,386.4720000000001,3.265500000000001,66.29,1,6,14,1,0.3333333333333333,0.21392665556080181,5.303401505265663
*C(=O)c1ccc(C(=O)CC2C=C(*)C=CC(CC(=O)CCN(C)C)C2)cc1,351.44600000000014,3.4853000000000023,54.45,0,4,9,2,0.4090909090909091,0.6392558876832181,4.536583228020756
*CCCCCCCC(=O)[N](*)[Ge]([CH3])[NH]C(=O)c1ccccc1,347.982,3.1355000000000013,49.410000000000004,1,2,10,1,0.5,0.5218362622882993,3.6931570806661416
*C(=O)CCN(C)[Si](C)(C)c1ccc(*)cc1C(=O)Nc1ccccn1,339.471,1.3183999999999991,62.300000000000004,1,4,7,2,0.2777777777777778,0.7730054981946246,3.96690099542249
*OC(=O)CCCCN(CC)C1C=CC2=CC=C(*)C=C(COCCC#CN2)C1,368.47700000000026,3.028900000000001,50.8,1,5,7,3,0.5,0.5529426083795874,6.689744422536195
*CCC(=S)NC(=O)C(=C)C=CC=CC(=O)NCCC(*)=CC(Cl)=CC,364.8980000000001,3.538400000000002,58.2,2,3,10,0,0.2777777777777778,0.3539207784785882,4.718249049903221
*c1ccc(N(C)CCCCOCCC(C)CNC(=O)c2ccc(*)o2)cc1,356.46600000000007,2.3179999999999996,54.71,1,4,12,2,0.47619047619047616,0.5931831847696932,3.9536516087660525
*CCN1CCC(=C(*)C2=C(C=CC)C=C2)N=CC(=CC=CC(=O)[O][Na])C1=O,358.37300000000016,2.5698000000000008,58.970000000000006,0,4,6,2,0.25,0.5416205616717242,5.175384467739585
*[Si](C)(*N=CC=CC=C)[SiH]C1=CC=C1Cc1ccc([N+](=O)[O-])cc1[O],353.5060000000001,3.472500000000003,75.4,0,3,9,2,0.11764705882352941,0.2240275656938979,5.44070756038302
*N(CC)S(=O)(=O)C=C1C=*C(C#CCCC[CH2])C(C(=O)OC[CH2][Na])=C1,358.4150000000001,1.7397900000000002,63.68000000000001,0,4,8,1,0.47058823529411764,0.2869524376336482,5.7062515202963455
*OCCOCCOC(=O)CC(*)=NCCCOCCCC(F)(F)F,341.32599999999996,2.1141999999999994,66.35000000000001,0,6,15,0,0.8571428571428571,0.2592712918149788,3.787474647547879
*CC[Se]CCCNC(=O)CCCCCCCNC(=O)S*,365.40100000000007,3.248800000000001,58.2,2,3,14,0,0.8571428571428571,0.3669898235038304,3.9029541264175265
*OC(*)(C)CCCN(C)[SH]N(C)COCCNC(=O)NCCCC,349.5210000000002,1.7454999999999998,66.07,3,5,15,0,0.9333333333333333,0.23875340478857962,4.736190279946681
*Oc1ccc(C(=O)OC2=CC(=CC(C)(C)C#COC(N)O*)C=C2)cc1,339.34700000000004,2.7935000000000008,80.01,1,6,6,2,0.21052631578947367,0.4876131422605775,4.876595186603533
*C(=S)C(C)OCC(=O)SCN(*)C(=O)C#CC#N,268.31899999999996,0.30538,70.4,0,6,6,0,0.4,0.3920031962547315,5.564635399059261
*CCOCCOC(=O)CC1=C(C=CNC(=O)CCSCCS*)C=C1,369.50800000000004,2.721000000000001,64.63,1,6,15,1,0.5294117647058824,0.3536772184945783,4.4165463293805
*N1CCN(CCCCCCCCOC2=CC=CNC(=O)C*C=C2)O1,334.4400000000001,2.8165000000000004,54.040000000000006,1,5,10,2,0.6111111111111112,0.6227236298186755,4.948709685889092
*CC1(OC)CCSCCCCCCCCOC(C)OC(C#N)C1*,341.517,4.425880000000004,51.480000000000004,0,5,2,1,0.9444444444444444,0.7436564742273588,5.5622540933195
*c1ccc2c(c1)C[C]1=CC(=COC(=O)N2)C=[C](Oc2ccc(*)n2[O])[Na]1,342.28600000000006,1.5414999999999994,72.39,1,3,2,4,0.05555555555555555,0.8417828101523436,6.4736854353961935
*C1=CC(=O)C(c2cccc(*)c2C=O)C1CC(S)=CCCCCC(C)C#N,365.4980000000002,4.313280000000003,57.93,1,4,9,2,0.4090909090909091,0.402866250043841,5.327261238948933
*C(=O)C(*c1ccc(Br)cc1[O])CCCS(=O)(=O)CC[CH2],360.24900000000014,2.5867900000000006,71.11,0,3,9,1,0.42857142857142855,0.6796280622808228,5.039194615850574
*C(=O)CSCCNC(=O)CCCCCCOCCN1CCN(*)CC1,357.52000000000015,0.960700000000001,61.88000000000001,1,6,15,1,0.8823529411764706,0.44065234813954285,3.3649852067193784
*C(C*C)N(C=O)CCOCCOC,188.24699999999996,0.5346,38.77,0,3,10,0,0.8888888888888888,0.37071534086403746,4.891975776965302
*C1=CC(CC(C)C)C(C(=O)NC=CC(=O)OC)=C(C)C(*)=C1,287.35900000000004,2.6481000000000012,55.400000000000006,1,3,5,1,0.4117647058823529,0.6244966874145405,4.796331620690166
*C(C=CCl)CCC(=O)[SH]1C=*C(S(=O)(=O)C[SiH2])C=CC=C1,349.9570000000001,1.6443999999999994,51.21,1,3,6,1,0.38461538461538464,0.5856155051905655,6.697717191333166
*Nc1ccc([Si](C)(C)O[Si](C)(O[SiH](C)C)C(=S)C(*)=O)cc1,355.64000000000004,2.0484999999999998,47.56,1,5,8,1,0.38461538461538464,0.5711547217091077,5.116771305431653
*Oc1ccc(BCCN=[SH]Cc2ccc(S(*)(=O)=O)cc2)cc1,333.24300000000005,1.4465,55.73,1,4,8,2,0.2,0.45190761199387974,4.8891640257094755
*P(=[N])(F)OC(C)C(O)CN(C)*OC(F)(Cl)C(F)(F)Cl,349.048,2.5746,64.23,1,4,9,0,1.0,0.39487752836542184,6.147873685607484
*ON(CCN(*)CC=O)/C1=C/C=CC=C(CCOCCOCCO)C=C1,350.41500000000013,1.0014,71.47000000000001,1,7,15,1,0.5,0.26834937819428617,4.496356731068792
*CC(*)NC(=O)OCCCN1CC(CCOCCOCC)C(CC)N1,343.4680000000001,1.6039000000000003,72.06,2,6,14,1,0.9411764705882353,0.46695371874487407,4.9371074964235575
*OC(=O)NC(Cc1ccccc1C*C=C)C1=CC=CS(=O)(=O)CSC1,378.4950000000001,3.0759000000000016,72.47,1,5,7,2,0.2777777777777778,0.7893646909741497,5.006131664336327
*c1ccc(SC(=O)n2cc(F)cc(-c3cc(*)ccc3C=O)c2=O)cc1,351.3580000000001,2.5765000000000002,56.14,0,4,3,3,0.0,0.5375961012538167,4.09461150029956
*ON(C)C1=CC(=CCN(C)C(=O)CCCCCC(=O)N(*)C=C)C=C1C,345.44300000000004,2.9296000000000015,53.09,0,4,11,1,0.47368421052631576,0.4267180304434091,4.382093717370161
*CCC(C)(OCCOCC)C(=O)NC1(*)CCC(C(C)=O)CN1CC#C,350.4590000000001,1.4094000000000002,67.86999999999999,1,5,11,1,0.7894736842105263,0.4507266929032255,5.25258774118991
*OC(=O)CCN(CCCN(C)C)c1cccc(C(=O)OCCCCC*C)c1,377.5050000000003,3.7208000000000023,59.08,0,6,15,1,0.6190476190476191,0.3429149401347921,3.459916203572506
*c1c(O)cccc1[Si](*)(C)CCC(C)COC(C)NC(CC)CC,335.5640000000001,3.0654000000000012,41.49,2,3,11,1,0.6842105263157895,0.4822838384816206,5.003863348164614
*CCOCCSC(=O)C=CC=C(C)C(=O)Nc1ccc(*)cc1C,331.43700000000007,2.8546200000000015,55.400000000000006,1,4,9,1,0.3333333333333333,0.4293990572985722,3.9711067545712906
*CCCC(=O)NC(=O)c1cccc(-c2ccc(CC(=O)N(*)CCC)cc2)c1,364.4450000000001,3.603200000000003,66.48,1,3,9,2,0.3181818181818182,0.7391713359807642,3.0319367163930204
*CCC(Cc1*ccc(=CC(O)CC(C)(C)O)c1)OCC(=O)c1[c]cccc1,368.4730000000001,2.6763900000000005,66.75999999999999,2,4,11,2,0.43478260869565216,0.5986443294223901,5.833005462244177
*C(=CC=CC(C(=O)OCCCCCO)c1ccc(S(*)=O)cc1)CC=NF,379.45300000000003,3.3827000000000025,75.96000000000001,1,5,12,1,0.3684210526315789,0.2614092626285392,4.985096737588113
*C(=NN=CSC(Cl)C=CC=O)C(*)C[CH2],229.712,2.4926900000000005,41.79,0,4,7,0,0.3333333333333333,0.16812129437589093,6.595185418376988
*NC1=CC(=*CCC(C)(C)COC(=O)C/C=C/C(=O)CN(C)C)C=C1,332.4440000000001,2.2062,58.64,1,5,11,1,0.5263157894736842,0.46426290124265224,4.5864266725622524
*O[Si](C)(C)OC1=CC=C(N(*)C)CN(OC(COC)OC)CCCC1,358.5110000000002,2.386,52.63000000000001,0,7,9,1,0.75,0.46321471586737184,5.442609629135531
*C(=NC=COCC1CCCC(O)=C1*)OCCCOCC(CC)CC,337.4600000000001,4.358000000000004,60.28,1,5,12,1,0.7368421052631579,0.24872931870980067,4.805546469761312
*O[Si](C)(C)SS(=O)(=O)C1=CC=C2N=CC(=CC=C(*)C)C2C=C1,351.5250000000001,3.6498000000000026,55.730000000000004,0,5,5,2,0.26666666666666666,0.5602867124414997,5.80417682165494
*OC(=O)C1=CC(C(=NC(C)c2ccc(*)cc2)NCCSC)C=C1OC,358.4630000000001,2.3673,59.92,1,5,8,2,0.3684210526315789,0.4391698539815856,5.117923391449861
*CCCC(C)CC1CN(C)CCC(=O)C(C)COC(=O)N(*)C1(C)C,338.4920000000001,3.5988000000000024,49.85,0,4,5,1,0.8947368421052632,0.7683886172897673,5.426152080148158
*N(CC*CCN(C=C1C=CC(=O)C1)CCOC(=O)NC)Cc1[c]cccc1,369.46500000000003,2.745590000000001,61.88,1,5,12,2,0.42857142857142855,0.5742162579803777,5.052791334866916
*c1ccc(-c2ccc(-c3ccc(NC(=O)C(*)OCCOC)cc3)[nH]2)cc1,348.402,3.0002000000000004,63.35,2,3,8,3,0.19047619047619047,0.6152843380058541,3.7427500386589445
*C(=O)C=CCS(=O)(=O)[SH](C=CC=CCC)C(=O)c1ccc(*)s1,356.4900000000001,2.5059000000000005,68.28,1,5,8,1,0.2,0.33628612892891885,5.498146999169732
*N=N[N+]([Se]C(*)C(=O)c1ccccc1)C1C=CC(=CC(C)O)C=C1,374.3020000000001,2.557200000000001,67.92,1,4,7,2,0.23529411764705882,0.34500202725296236,5.354195610843428
*[CH]C=C(C#N)C=CC(I)C(=O)CSSSC(=O)C*,410.3030000000001,3.600170000000002,57.93,0,6,9,0,0.2727272727272727,0.14462992570713928,5.8659957893877195
*CC(=CC(C)C(=O)NCCC)CCCNC1=Cc2c(*)ccc(c2C)C1=O,352.4780000000001,3.1329200000000013,58.2,2,3,10,2,0.45454545454545453,0.5023588255920941,5.228267118120934
*NC(CSC(=O)O[N+]C1C(Cl)CCC1(*)Cl)OCC,314.21400000000006,2.0462999999999996,61.66,1,5,7,1,0.9,0.4425964056619488,6.310205032164386
*CC(=O)CNCCCCCCNC(=O)CCCCCc1ccc(*)s1,350.528,2.8285,58.2,2,4,16,1,0.6842105263157895,0.4508126139083792,3.377390612124783
*C(CC(=S)C(C(=O)*c1ccc(C#N)cc1[O])c1ccccc1)[Si]C,349.487,3.530380000000002,60.76,0,3,8,2,0.21052631578947367,0.540923028528564,5.110614688306271
*Oc1ccc(OC(=O)NCCN2CCNC([Si](*)(C)OCC)C2)cc1,351.47900000000016,1.0889000000000002,72.06,2,6,8,2,0.5625,0.6833429902935203,4.359208339518073
*[C]OCC[N+](C)(C=CC=CC=C(/C=C/*)N(CCC)OCc1ccccc1)CO,383.5120000000001,3.8055900000000036,41.93000000000001,1,4,15,1,0.34782608695652173,0.16443369566871172,5.0875839814856025
*CC(CCO[Si](C)(C)C(C)(C#N)[Si](*)(C)C)OC(=O)N(CC)CC,356.6150000000002,3.990280000000003,62.56,0,4,10,0,0.875,0.5552250228316091,4.929331386942329
*CC(C)(OCC)S(=O)(=O)NCC=CC=CC=CC(C)(C)c1ccc(*)cc1,375.53400000000016,3.4471000000000025,55.400000000000006,1,3,11,1,0.42857142857142855,0.6028775203651878,4.8703648665941675
*CCC/N=C(/*)COCCOCCOCCOCCOCCC(C)C,345.48000000000013,2.4210000000000003,58.510000000000005,0,6,20,0,0.9444444444444444,0.2504880454048158,3.6244172233513945
*/C(C#C)=C/COC(C#N)COCCOc1ccc(*)cc1Br,348.19599999999997,1.9942799999999998,51.480000000000004,0,4,9,1,0.3125,0.5060089584350682,4.715657026585499
*CC(*)(CS(=O)OCCCOCCn1cccc1-c1ccccn1)N[2H],350.462101778,1.8089999999999995,79.37,1,5,13,2,0.47058823529411764,0.5574452603277056,4.908602344496815
*C1=CC(=O)C=CC(=CC=C/C(=N\CCCSCC)c2ccccc2*)C(OC)=N1,392.5240000000001,3.8506000000000027,51.019999999999996,0,5,8,2,0.2608695652173913,0.49873258791415925,4.3018025395255215
*NC=C(N=C(*)C=CCCCCC)OCCOCCOCCOCC,340.4640000000001,3.009800000000002,61.31000000000002,1,6,18,0,0.7222222222222222,0.23605431494980278,3.887688741022912
*C(=O)Cc1cccc(B=O)c1C=CC1=C(NCC2CC23CCCN(*)C3=O)C=C1,372.2330000000002,1.4997,66.48,1,4,8,4,0.36363636363636365,0.7028092494198591,5.903718750463959
*CCOC(=O)C1=NCCC=C=C=CC(=CC)C(C)=[C]([N+])[Sn][S]*1,420.102,2.7647000000000013,60.959999999999994,0,4,3,1,0.375,0.4010892147159613,6.448073877205588
*OCCCCCCN(OCC)C(=O)OCCC*N(C)C[Si](C)(C)C#N,372.56200000000007,3.4683800000000025,75.03,0,6,16,0,0.8823529411764706,0.23455084429959683,4.581417022129083
*c1occ(C=CC(=O)CCCN(CC)C(=O)N(*)C2C=C(C)C2)c1C=C,340.4230000000001,3.3865000000000025,53.760000000000005,0,3,9,2,0.4,0.511378684537857,4.65981702011249
*CBCCC[P+]CC(OC)OCC1=CC=C(OC(=O)[O][Na])[C]1*,332.07700000000006,2.2335899999999995,53.99000000000001,0,5,12,1,0.5714285714285714,0.18036556006103618,6.407812568365175
*C[Si](*)(C)CC1=CC(OC(=O)[O][Na])=CC=C[SH]1N(C)Cl,327.841,3.1514000000000015,38.77,1,4,5,1,0.36363636363636365,0.3642481674929547,6.71043761048357
*CCN(CCCCCCNC(=O)Cc1ccc(*)nn1)c1ccccc1,338.45500000000004,2.3445,58.120000000000005,1,4,12,2,0.45,0.603655882974601,3.2860946008912766
*CC#CC#CCS(=O)(=O)c1ccc(NC(=O)c2ccc(N(*)C)cc2)cc1,364.42600000000004,2.5875000000000012,66.48,1,4,5,2,0.15,0.828445551487351,3.433911094958521
*c1ccc(NC(=O)c2ccc(N(*)C3=CC(=COCCN)C=C3)cc2)cc1,345.402,2.6971000000000007,67.59,2,4,7,3,0.09523809523809523,0.5980292473967109,3.7761798523549714
*NC([2H])CC(=O)NC(=O)C=CC=C(*)N(C(C)C)C(C)C=CCCl,326.84610177800005,1.9139999999999997,61.440000000000005,2,4,10,0,0.5,0.27854995858886605,5.429519826627643
*CCS(=O)(=O)c1ccc(CCOC2=C*[Si](C)(C)C=CC=N2)cc1,348.52,3.2558000000000025,55.730000000000004,0,4,7,2,0.35294117647058826,0.7108035098467625,4.25330398342939
*CN(C([2H])C)C(C)(O)NC(C)CCCCOC(=O)C=C1CCC1*,311.44410177800006,2.2306999999999997,61.800000000000004,2,5,11,1,0.8235294117647058,0.26511324253146235,5.570827614166583
*NN=C(CCC[C])CCCCN1*C=CC(C=CCC(C)CCC(=O)OC)=C1,371.5250000000002,4.573790000000004,53.93000000000001,1,5,15,1,0.5909090909090909,0.19819144021391016,5.17566686673702
*OC1=CC(=CCOC(C)C#N)C(O[Si](C)(C)[Si](C)(C)O*)=C1Cl,357.9420000000001,3.656380000000002,60.71000000000001,0,5,8,1,0.5,0.6202362640478523,5.488588622162124
*Oc1ccc(C(O)COC2C=CC(/N=C/c3ccc(*)nc3)=CC2)cc1,334.37500000000006,2.4808000000000003,63.94,1,5,7,3,0.2,0.7902969476113647,4.76474769914217
*C1=CC(*)=NC(CC(O)COCCOCCCCC(C)(C)C)N1,310.43799999999993,2.2548,63.08000000000001,2,5,11,1,0.8235294117647058,0.5746426750516955,4.769441254580879
*CC(=O)OC(O)COC1=C2C=CC=C(C=C1)OC=C2C1=CC=C(C=*)C1,337.3510000000001,2.6183000000000005,64.99000000000001,1,5,7,4,0.2,0.5713951359260222,6.133573547284306
*C(CCON(*CCN1CCCCC1)C(C)CNC(=O)OCC)OCC[CH2],371.5220000000002,2.7650900000000016,63.27000000000001,1,6,15,1,0.8947368421052632,0.44672794931376275,4.86233629267762
*=C(CCC)C(*[N+]CC)CCCC(CC)SCCNC(=O)[Se][CH2],391.483,3.8084900000000026,43.2,1,2,16,0,0.8235294117647058,0.32119024251739575,5.695425869965495
*CCOC(=O)N(CC=CC=C(C)C=O)C(=O)S*,255.295,2.4115,63.68,0,5,6,0,0.36363636363636365,0.41407750020987383,4.653624509135377
*N=P(*)(CCCN(C#C)C[N+](C)CCCO[Si](C)(C)C)OC(O)CO,377.4980000000001,1.6102999999999996,80.42,2,7,14,0,0.8666666666666667,0.09143567348741508,5.86898333379122
*CC(*)(C)C(=O)OCC(C)CCC(=O)N(CC)COC(F)(F)Cl,341.7819999999999,3.2531000000000025,55.84,0,4,11,0,0.8571428571428571,0.328687991092513,4.798039652956697
*NC(=O)CCCCSN(C)C(=O)/C(CC(C)CCC)=C(\C)CN(*)CC,369.5750000000002,3.772800000000003,52.650000000000006,1,4,14,0,0.7894736842105263,0.2876113968203096,4.738529032757379
*CC(O)C(O)[Si](C)(C)CCC(=O)O[Si](*)(C)Cc1ccc(F)cc1,356.54200000000003,2.399,66.76,2,4,9,1,0.5625,0.6669218877639731,5.008912622770605
*OC[Si]1(C)O[Si](C)(C)CO*C=CCOC=CC=CC=N[PH]1C,359.51099999999997,3.2996000000000016,49.28,0,5,2,1,0.5,0.5606352798424459,7.221733387184822
*CCCC1CCC(COS(=O)(=O)OCCN(*)C(C)(C)C)OC1,335.4660000000001,2.3722000000000003,65.07000000000001,0,6,10,1,1.0,0.6105741431460363,4.79332519218174
*C#CC(C)NC(=O)c1ccc(CC(CCc2ccccc2)C(=O)*N)n1C=C,362.4530000000001,2.4939,77.12,2,3,10,2,0.2727272727272727,0.6376668673852242,4.690497769936484
*NC1=CC(=CCN=C(C)C2=CC(=COC)C=C2)C=C(C(*)=O)C=C1,306.36500000000007,2.9101000000000017,50.690000000000005,1,4,6,2,0.15789473684210525,0.6061944437936955,5.015971895517302
*C1=CC(C=CCCC)(OC)C(*)=C1OC=CC=C(CC)C(=O)OCCOC,360.45000000000016,3.991900000000003,53.99000000000001,0,5,12,1,0.47619047619047616,0.13151170670906054,4.952853872325279
*CC1C(=O)N(CCCCCOc2ccccc2C(=O)O*)CCC1S,349.4520000000001,2.9713000000000016,55.84,1,5,9,2,0.5555555555555556,0.550026518135449,4.216141532352635
*CCN(C)CCCCCNC(=O)NCCCSCCNC(*)=S,346.5660000000001,1.9024000000000003,56.400000000000006,3,4,15,0,0.8666666666666667,0.31231456424951737,3.549573561739731
*N=P(*)([O][Na])OCCCC(C)CN(CC)CCCOCCO,330.34100000000007,2.2001000000000004,63.52000000000001,1,6,15,0,1.0,0.28328173054527117,4.882837334453806
*NC(C=CC)=C(C=C(C=C(C(*)=S)C(F)(F)F)N(C)O)C(C)O,334.363,2.8216000000000014,55.730000000000004,3,5,7,0,0.35714285714285715,0.2892776089722687,5.475899809335607
*CC(*)C(=O)Nc1cccc(C[N+](C)(C)CCCC(=O)NCCCC)c1,346.49500000000006,3.203400000000002,58.2,2,2,12,1,0.6,0.4509477054179601,3.7377506543790027
*C([CH2])C(=O)OCCOC(OC)*1cc(Br)ccc1NC,332.1940000000001,2.731490000000001,56.790000000000006,1,5,8,1,0.46153846153846156,0.450641824664868,5.351371025752512
*c1nnc(C2=CC=CC(F)*(C(=CCS(C)(=O)=O)C[CH2])C2)s1,327.42600000000004,2.1531899999999995,59.92,0,5,5,2,0.35714285714285715,0.8313198912529902,5.603117569167918
*CC1=CC(=CC[Si](C)(C)O[Si](O*)C(=O)[N+]2=CC=C(OC)C2)C(C)=C1,361.5460000000001,3.286400000000002,47.769999999999996,0,4,8,2,0.4117647058823529,0.4916112533870854,5.483347365953367
*C(C)CCCNC(=O)[Se]([2H])C(=O)N(*)C(=O)CCC(C)(C)C,349.3311017780002,2.5096000000000007,66.48,1,3,8,0,0.7857142857142857,0.5408448281412315,5.142730457974026
*CC(=O)NSSCCCCCNC(=O)NCCCCC(*)(F)F,355.4760000000001,3.148500000000001,70.23,3,4,14,0,0.8461538461538461,0.2542946077420676,3.8195195172767313
*CCCN(C)S(=O)(=O)CCCC(C)N(CC)C(=O)c1ccc(*)cc1,352.50000000000006,2.1113,57.690000000000005,0,3,11,1,0.6111111111111112,0.6128147200463582,4.076823988954448
*C#CC1=CC(OCCCOC(=O)c2cc[c]*oc(OC)c2)C=CC=C1,338.35900000000004,3.145290000000002,57.900000000000006,0,5,7,2,0.25,0.4342015091612079,5.192810097846138
*CC(=O)CCC(=O)CN1C(=O)c2cc(c(*)s2)-c2ccccccccc21,363.43800000000005,3.5603000000000025,54.45,0,4,6,3,0.19047619047619047,0.7884872126030914,4.525238000403211
*Oc1ccc(OCC(C)C=COC(=S)C(=O)NCCN(*)CC)cc1,350.44000000000017,2.3047000000000004,60.03000000000001,1,6,10,1,0.4117647058823529,0.5161194583741843,4.434324868075327
*c1cccc(C(C)NC(=O)CCCC(=O)OCCCN(*)OCC)c1,334.41600000000005,1.8598,67.87,1,5,12,1,0.5555555555555556,0.3589418009276747,3.872246021921482
*c1ccc(S(=O)(=O)CCC2=CC=CN(C)CC(O)C*C=C2)s1,338.47400000000005,1.8498999999999997,57.61,1,5,4,2,0.375,0.9102086143074634,5.630921609433788
*CCN(C=CC(=O)OC1C=C2C=C(*)C=CC=C2C1)CC=CCOC=CN=C=O,378.4280000000001,3.320800000000002,68.2,0,6,11,2,0.2727272727272727,0.10493047444143033,5.649162255714795
*CCC(O)COCCOCC(C=C(*)N(CSO)c1ccccc1)OCCO,399.5090000000002,2.1767000000000007,91.62,3,8,17,1,0.5789473684210527,0.2085786795646885,4.761696977774717
*CC(*)(C)C(=O)ON(C(C)F)C(F)(F)C(F)(F)C(=O)C(F)(F)F,343.16999999999996,3.1171000000000015,46.61,0,4,7,0,0.8,0.40485715935713784,5.319330403363132
*C(=O)CC1=CC=CCC(C(=O)OCCOC)(C2CC=CC(*)=CC2)C=C1,340.419,3.4703000000000026,52.60000000000001,0,4,7,2,0.42857142857142855,0.5259207084708816,5.112662071611805
*C1=CC=C(OS(=O)(=O)CCCCOCCN(*)CCCC)N=CC#C1,352.45600000000013,2.0584,68.20000000000002,0,6,13,1,0.5882352941176471,0.2882776979115708,4.729703883562713
*N1CCC(C)c2cc(s*c3ccc(cc3)[nH]c(=O)c2)S1(=O)=O,335.43000000000006,2.6762000000000006,70.24000000000001,1,4,0,4,0.26666666666666666,0.804501224181326,6.616025656769308
*/C=C/C(C)(CCC1C(C)C(=O)C1CCCC(=O)N(*)C=O)c1ccccc1,353.462,3.8583000000000034,54.45,0,3,10,2,0.5,0.6003091661308606,5.146570208009038
*CCCCCCN(*)C(=O)OCCOCCOCCSCCCO,349.4930000000001,2.566100000000001,68.23,1,6,18,0,0.9375,0.38365683929923533,3.688779296848365
*CNN(C)c1ccc(C(=O)N(C)c2ccc(NC(=O)O*)cc2)cc1,326.35600000000005,2.4236000000000004,73.91000000000001,2,5,6,2,0.17647058823529413,0.7976660605703016,3.257285258694429
*OC(=O)NCC(C=CC(=CC)CBr)=CCOCCC(C)O*,360.24800000000016,3.2768000000000024,56.790000000000006,1,4,11,0,0.5333333333333333,0.3490817970519156,5.105787898838248
